rank,file,mel_l1,mel_cos_dist,log_rms_delta,duration_diff_sec,duration_sec,text
54,006_065_0222.wav,1.5065637826919556,0.4718347191810608,1.054796893478757,0.0,2.243,Agak agak butek sih.
55,006_059_0023.wav,1.5051144361495972,0.45470768213272095,0.3785094486355969,0.0,3.903,Genseng doi!
56,006_071_0072.wav,1.5017564296722412,0.9974552392959595,6.368221411082428,0.0,4.227,Terima kasih telah menonton
57,017_237_0187.wav,1.5006237030029297,0.11905503273010254,1.4640078045749148,0.0,1.86,Dan bubble ini kayak beginian ya.
58,006_058_0196.wav,1.49893319606781,0.40904080867767334,0.5853085824854402,0.0,2.141,"Nah, mantap!"
59,006_067_0246.wav,1.481505036354065,0.9091225266456604,6.460845493274728,0.0,2.161,Harga 12 juta.
60,003_028_0049.wav,1.4785659313201904,0.2345564365386963,1.6394139946323696,0.0,2.701,Kulihat kau beristirahat dan belajar.
61,008_081_0044.wav,1.4774794578552246,0.15300637483596802,1.56291258208563,0.0,7.902,"Dan lagi pula pelajaran itu jarang banget muncul pas kita lagi sakit, pas kita lagi hancur-hancur atau pas kita lagi bingung banget sama perasaan kita sendiri."
62,002_018_0209.wav,1.4632834196090698,0.9398007988929749,7.215887839526114,0.0,1.521,Pertama bom iPhone.
63,008_096_0030.wav,1.460423231124878,0.18108761310577393,1.4705125848315799,0.0,4.082,"Jadi buat kamu yang suka ngeluh, nunggu buka puasa lama banget, coba main ini."
64,006_058_0220.wav,1.459753394126892,0.25492244958877563,0.6272774280237655,0.0,7.561,"Hmm, nggak berasa jelas langsung jomplang, cuma kalau harus milih yang tadi rasanya lebih oke deh."
65,006_057_0095.wav,1.4573966264724731,0.948742687702179,6.646599316376879,0.0,1.441,Kameranya juga sama.
66,011_135_0104.wav,1.454088807106018,0.2836056351661682,0.6654163993959313,0.0,1.945,Programmer zaman now
67,006_061_0124.wav,1.4473875761032104,0.7466657161712646,1.150849333089342,0.0,2.721,"Enggak sih, bukan kita sih."
68,006_068_0146.wav,1.443960428237915,0.2276706099510193,0.6654015330996262,0.0,5.061,"Tapi nggak lebih bagus dari Pro sih feelingnya, walaupun dia punya ukuran yang lebih gede ya."
69,008_085_0014.wav,1.4348816871643066,0.12582111358642578,1.5868188363751041,0.0,6.203,"Jadi waktu ada hal baik terjadi atau ada momen happy yang lagi aku rasakan sekarang, aku gak bisa fully enjoy."
70,002_022_0025.wav,1.434586524963379,0.8182412385940552,3.5866046899528103,0.0,1.5,Kalian ngaco banget.
71,008_085_0012.wav,1.4338427782058716,0.20983541011810303,1.640976025352337,0.0,2.121,Sebentar lagi tuh pasti ada yang gak beres.
72,003_031_0016.wav,1.433045506477356,0.1737121343612671,1.523856311941869,0.0,3.462,Michael Kontan membayangkan seperti apa hidupnya selama ini.
73,010_103_0199.wav,1.4315133094787598,0.9580458998680115,6.894631312519541,0.0,1.561,Ini karena bisa pakai list.
74,008_096_0004.wav,1.4301882982254028,0.16402047872543335,1.1934844198011225,0.0,3.344,"Halo semuanya, selamat datang kembali di Vavritual Bestie!"
75,002_018_0082.wav,1.4289741516113281,0.8194534182548523,4.62055099431006,0.0,2.322,"Ingat ya, Siri itu di-launch 2011."
76,002_023_0140.wav,1.42721426486969,0.831789493560791,7.071889600346554,0.0,1.461,Kita masuk ke chapter terakhir.
77,003_031_0022.wav,1.424286961555481,0.11757290363311768,1.220806936224401,0.0,6.804,Michael meraih majalah desain rumah dari meja dan menunjukkan halaman yang ujungnya dilipat sarah.
78,008_095_0002.wav,1.4237068891525269,0.188065767288208,1.6233311856525345,0.0,5.661,"Ya iya, karena kamu udah berhenti terlalu lama atau karena kamu terlalu mempertimbangkan banyak hal."
79,002_022_0131.wav,1.4233568906784058,0.9910013675689697,7.28446288992998,0.0,2.182,Jadi kan pertanyaannya kenapa mundur serentak?
80,006_068_0144.wav,1.4231290817260742,0.9934608340263367,6.757377793373384,0.0,2.261,Bahkan bisa kayak flagship.
81,006_061_0120.wav,1.4171174764633179,0.9889689683914185,6.652886255988618,0.0,3.941,Ya ya ya.
82,006_071_0073.wav,1.4169361591339111,0.45363718271255493,0.9106778861551745,0.0,3.362,Buat kualitas perekaman kamera depannya juga mantap.
83,008_095_0113.wav,1.4140033721923828,0.13559043407440186,1.6490279763570284,0.0,8.322,"Dan biasanya kalau aku lagi ngerasa stuck kayak gini, yang dulu aku bakal selalu bilang aku tuh males atau gimana, aku ganti jadi kayak aku lagi butuh tantangan baru deh kayaknya."
84,008_096_0041.wav,1.4134490489959717,0.14115828275680542,1.3710296604725094,0.0,24.914,belajar hal kecil kayak gini mulai dari satu hal kecil yang bisa bikin kamu konsisten dan mulai dari hal yang menurut kamu fun dan gampang karena itu akan nge-trick otak kamu kalau ternyata ya segampang itu dan kamu bisa melakukannya setiap hari dan kalau kamu juga lagi di fase yang sama lagi di fase pengen build confidence lebih lebih lebih lagi atau kamu lagi di fase dimana kamu pengen belajar untuk lebih bisa konsisten lagi ini waktu yang tepat dan ini video yang tepat
85,006_068_0142.wav,1.4083781242370605,0.19961249828338623,0.7897234633585289,0.0,4.183,"Detailnya dapet, bassnya juga berasa, volumenya kenceng."
86,008_085_0028.wav,1.4037108421325684,0.14295893907546997,1.4953818043400582,0.0,3.281,"Karena ya aku percaya memang hidup itu susah, jadi dia nyari yang jeleknya."
87,008_095_0044.wav,1.402825117111206,0.1685822606086731,1.2506244964595448,0.0,1.721,"Yang pertama ya, start small."
88,008_096_0023.wav,1.400740146636963,0.15167230367660522,1.5373968111616585,0.0,4.504,"Karena setiap hari dengan konsistensi itu, aku kasih bukti kecil ke diri aku kalau aku bisa diandalkan."
89,006_065_0252.wav,1.400327205657959,0.2987959384918213,0.20662747361918482,0.0,4.562,Walaupun speakernya tadi nggak super mantep cuma pas main game enak.
90,006_058_0212.wav,1.3980616331100464,0.7493280172348022,1.657097554947174,0.0,2.623,Ini enak sih.
91,003_031_0036.wav,1.3946746587753296,0.30526959896087646,2.4639671341709413,0.0,1.52,Sarah pasti suka.
92,008_095_0086.wav,1.393787145614624,0.13262319564819336,1.4533025699383026,0.0,4.482,Kayak yaudah kata-katanya tuh bener-bener kayak tugas yang harus banget kita lakukan.
93,003_031_0078.wav,1.391334891319275,0.13663232326507568,1.396438279206217,0.0,8.944,"Bertahun-tahun dari sekarang, orang-orang akan menceritakan kisahmu dan kau harus memikirkan cerita macam apa yang kau harap mereka sampaikan."
94,008_095_0048.wav,1.3903573751449585,0.15088564157485962,1.6595089123992586,0.0,8.083,"Nggak akan, karena kamu pasti bikin excuse, bikin alasan, aduh aku aja belum pernah, nanti pasti bakal susah, bakal sakit, or anything."
95,003_033_0018.wav,1.3900572061538696,0.1547023057937622,1.6089658954864254,0.0,3.922,Tahu bahwa semua yang kuciptakan adalah cerminan diriku.
96,017_237_0312.wav,1.3895131349563599,0.10516476631164551,1.5385380175751744,0.0,3.222,"Banker, satu family, yang bukan yang paling besar."
97,008_095_0004.wav,1.3867675065994263,0.14227038621902466,1.6393047728971413,0.0,6.701,Kamu udah nunda semua hal yang pengen kamu lakuin yang akhirnya tuh numpuk banyak banget dan akhirnya lagi-lagi itu nggak kamu mulai.
98,018_203_0272.wav,1.386278510093689,0.21381574869155884,1.15421833258311,0.0,4.101,Terima kasih sudah menonton dan sampai bertemu lagi di episode selanjutnya.
99,003_031_0053.wav,1.3862305879592896,0.12178343534469604,1.4761124437765125,0.0,9.485,Mengapa aku begitu sukses dan berhasil dan aku percaya itu bermula dengan mempertanyakan kesuksesan seperti apa yang kubayangkan saat mulai meniti karir.
100,006_058_0219.wav,1.3862046003341675,0.3507736921310425,0.5960904982170318,0.0,2.021,Coba lagu kedua buat pastiin.
101,008_096_0028.wav,1.3842874765396118,0.2105279564857483,1.4022320530131622,0.0,1.501,"Super singkat, yes."
102,003_031_0079.wav,1.3828855752944946,0.10204875469207764,1.3560713278807583,0.0,5.602,Pertanyaan-pertanyaan seperti ini akan menolongmu merancang dan menciptakan kehidupan yang hebat.
103,003_028_0012.wav,1.3756731748580933,0.7123687267303467,3.1556077067449047,0.0,1.52,Pertukangan.
104,008_095_0104.wav,1.3725441694259644,0.13844680786132812,1.5404964185457248,0.0,4.382,"Karena gini deh, kamu tuh gak akan melakukan sesuatu yang kamu udah mikir itu di kepala kamu."
105,006_057_0098.wav,1.3720148801803589,0.9423792958259583,6.611566568379652,0.0,1.641,bukan alasan yang lain.
106,008_081_0053.wav,1.3712084293365479,0.12760698795318604,1.6104387985026147,0.0,4.362,"Menurut aku kalau memang ada yang gak sesuai dan kamu gak mau ambil, it's okay."
107,003_031_0080.wav,1.3703445196151733,0.12728780508041382,1.4307898625576838,0.0,2.501,Apakah Anda juga mempertanyakan semua itu?
108,008_096_0017.wav,1.3683425188064575,0.13923531770706177,1.5135681141063777,0.0,4.823,"Kita harus tahu kalau kita punya sesuatu yang perlu kita lakukan dan kita beneran lakukan itu, no matter what."
109,008_095_0054.wav,1.3665934801101685,0.1335465908050537,1.6294375116605204,0.0,7.546,"Jadi jangan langsung kayak tiba-tiba kegede banget karena kamu merasa perubahan itu harus drastis, perubahan itu harus gede actionnya."
110,008_095_0087.wav,1.3625125885009766,0.1269606351852417,1.6470587879617975,0.0,4.942,Tapi aku sendiri satu bulan ini aku lagi belajar untuk kayak ngajak diri aku melakukannya.
111,003_025_0018.wav,1.3610948324203491,0.12427681684494019,1.494658325530618,0.0,8.523,Mereka pun berjalan ke ruang keluarga dan melihat Michael yang keluar dari kamar anak-anak dengan pakaian di satu tangan dan ransel di tangan lain.
112,008_096_0014.wav,1.3610659837722778,0.14906954765319824,1.5087635433702453,0.0,6.587,"atau tepuk tangan, yang artinya konsisten oke back to topic, tadi aku sempet mention challenge di awal video, dan sebenernya challenge apa sih?"
113,003_034_0022.wav,1.3605870008468628,0.13516944646835327,1.4672670200773263,0.0,8.524,"Membayangkan jerih lelah, air mata, dan tahun-tahun yang ia curahkan untuk karirnya sebagai penjual sebelum merilis Social Connect."
114,003_031_0069.wav,1.3595409393310547,0.10895693302154541,1.2568347591350444,0.0,4.743,Seperti apa situasi keluargamu saat kau mengejar keberhasilan dalam bekerja?
115,006_058_0215.wav,1.3568761348724365,0.3127095699310303,1.0256802571733439,0.0,2.261,Awalnya kesannya wah bassnya enak ya.
116,008_085_0011.wav,1.3568047285079956,0.11784464120864868,1.520767904343539,0.0,5.943,"Jadi rasanya kalau hidup lagi enak atau lagi bahagia banget nih, aku selalu percaya bahwa sebentar lagi tuh pasti ada something bad happen."
117,003_031_0028.wav,1.3567641973495483,0.12314653396606445,1.3380246067470112,0.0,10.585,"Michael mengaduk-aduk laci segala milik anak-anak yang penuh berisi pensil, spidol, dan penghapus lantas menyodorkan hal yang diminta si tukang kayu."
118,011_121_0115.wav,1.3567315340042114,0.2343272566795349,0.6717612058479923,0.0,1.946,Programmer zaman now
119,008_083_0009.wav,1.356308937072754,0.15139394998550415,1.4911879465035893,0.0,4.942,"Emang bisa ya aku jadi orang yang positif, orang yang ceria, dan lain-lain?"
120,008_081_0061.wav,1.3542898893356323,0.2724478244781494,1.7507387434360235,0.0,2.004,And I guess that's all.
121,008_095_0071.wav,1.3533883094787598,0.1268022060394287,1.6831469858124506,0.0,5.042,"Kalo misalnya kamar kamu berantakan, kantor kamu berantakan, kamu tuh bakal jadi males untuk ngelakuin apa-apanya."
122,008_081_0001.wav,1.3530515432357788,0.13264745473861694,1.2165104674689196,0.0,18.935,"Halo semuanya, selamat datang kembali di Yerval Virtual Bestie Exactly, jingas jive Selamat tidak berjumpa, kali ini aku mau bahas sesuatu atau lebih tepatnya menjawab pertanyaan yang aku buat kemarin-kemarin di Instagram Gak kemarin-kemarin banget, ini agak cukup lama I'm sorry, aku baru sempet bahas ini lagi Dan ya, kenapa aku pengen bahas dan jawab disini?"
123,008_083_0098.wav,1.352681040763855,0.3341220021247864,1.6726417794690294,0.0,1.8609375,"Nah, kan mikir."
124,008_096_0007.wav,1.3503565788269043,0.16037720441818237,1.4688892209160123,0.0,6.428,"Jadi ya, akhir-akhir ini aku sadar satu hal yang cukup confronting, kalau ternyata aku tuh bukan susah atau bahkan nggak bisa konsisten."
125,008_095_0014.wav,1.3502135276794434,0.11329305171966553,1.6392429969506712,0.0,10.805,"Tapi sejauh yang aku pelajari dan menurut pandangan aku saat ini, yang aku gak tau nih bisa berubah nanti atau enggak, atau gimana, karena kan pastinya aku bakal belajar banyak hal lagi ya ke depannya."
126,008_096_0025.wav,1.349611520767212,0.11544030904769897,1.5783869325634388,0.0,15.323,apalagi di bulan ramadhan ini so ya di bulan ramadhan ini aku memutuskan untuk belajar satu hal lagi yaitu belajar sesuatu yang melatih fokus aku dan cara berpikir aku dan aku pakai duolingo buat itu dan kenapa menurut aku bulan ramadhan ini adalah bulan yang tepat banget untuk kamu bangun satu habit kecil lagi
127,006_065_0246.wav,1.349004864692688,0.29188621044158936,0.35191431131812134,0.0,4.964,Hmm... Ayo pulang-pulang makan nih.
128,008_095_0124.wav,1.3488019704818726,0.1841346025466919,1.7243203950988668,0.0,2.782,"And once again, it's okay to start small."
129,003_034_0010.wav,1.347109079360962,0.3036156892776489,2.3522161251663287,0.0,1.581,Aku tanya mengapa tidak.
130,008_095_0003.wav,1.3458467721939087,0.1267911195755005,1.5655537582749437,0.0,7.542,"Jadi kamu ngerasa kamu gitu-gitu aja karena pertama kamu nggak jalan, terus kedua kamu ngerasa berat banget buat mulai karena kamu udah berhenti terlalu lama."
131,008_085_0005.wav,1.3457591533660889,0.16037005186080933,1.3520235203034472,0.0,3.161,"Halo semuanya, selamat datang kembali di Valkyrie 12 Bestie."
132,006_060_0209.wav,1.3441334962844849,0.6925444602966309,1.3589786929358294,0.0,2.322,No nyangkut-nyangkut loh.
133,010_107_0124.wav,1.3437708616256714,0.3984594941139221,1.3808201641385338,0.0,1.862,Bahkan ada avatarnya tuh.
134,003_034_0012.wav,1.3436318635940552,0.9588833451271057,7.105953598646505,0.0,5.702,"Ayahku menjawab, Aku tahu, kau pun tahu, kita sama-sama tahu."
135,011_130_0083.wav,1.342331886291504,0.23315417766571045,0.6967810296809313,0.0,1.672,Programmer zaman nah
136,002_018_0151.wav,1.342103362083435,0.617735743522644,2.651763412015798,0.0,2.822,"Bukan inovator, bukan operator, dia builder."
137,003_030_0009.wav,1.3412330150604248,0.13459181785583496,1.5852448914600148,0.0,10.449,"Ketika ia akhirnya meruntuhkan tembok pertahanannya dan membuka hati, Michael mengajukan tawaran yang rupanya menjadi transaksi penjualan terbaik yang pernah dimenangkannya."
138,011_122_0084.wav,1.337934136390686,0.22939693927764893,0.5799553639724336,0.0,1.943,Programmer zaman now
139,008_081_0016.wav,1.3368937969207764,0.5272180438041687,3.0418440317055424,0.0,1.4,"That's it, that's all."
140,008_095_0036.wav,1.3364014625549316,0.11881202459335327,1.349307645344729,0.0,3.683,"Oke, jadi ada 5 hal yang ngebantu aku keluar dari zona setan itu."
141,003_031_0041.wav,1.336226463317871,0.1791669726371765,1.581181302322969,0.0,2.622,Michael tidak tahu mau berkata apa.
142,008_095_0042.wav,1.3361338376998901,0.12920230627059937,1.5258024077754921,0.0,7.185,"Tapi ini adalah satu hal yang super simple, yang aku ambil dari semua hal yang aku pelajari tentang gimana caranya aku keluar dari zona stuck."
143,008_096_0039.wav,1.336074948310852,0.10932743549346924,1.4409064182709086,0.0,24.366,"ya menurut aku ini fitur yang sangat-sangat mindful karena ini bikin aku ketegihan main Duolingo dan buat aku sebenarnya ini gak bisa jadi alasan lagi sih buat kita males belajar bahasa karena ternyata sekarang belajar bahasa tuh udah jadi seseru ini dan buat kamu yang suka nanya aku belajar bahasa Inggris dari mana ya dari film sama Duolingo ini dan bahkan sekarang Duolingo bikin aku mikir kalau bukan soal belajar bahasa doang tapi ya soal konsistensi, soal kita yang tetap muncul"
144,017_237_0387.wav,1.3359495401382446,0.29788345098495483,1.944055824689804,0.0,1.721,"Semua orang mau bilang, oh ini sama."
145,008_085_0042.wav,1.3353630304336548,0.15342926979064941,1.2852657606102311,0.0,2.802,Di lingkungan yang sebenernya dia sangat-sangat tidak suka.
146,008_096_0026.wav,1.3337228298187256,0.12949496507644653,1.427616416900589,0.0,4.602,Karena waktu yang biasanya kamu pakai untuk makan itu bisa kamu pakai sekarang untuk belajar.
147,008_095_0070.wav,1.333559274673462,0.11480164527893066,1.535341419404812,0.0,23.199,"atau kantor, aku gak tau ini tuh bisa dibilang valid atau enggak, karena aku juga bacanya cuma sekilas-sekilas, dan aku gak baca dari jurnal atau semacamnya, tapi lingkungan itu memang berpengaruh banget, kayak ketika kamar kamu berantakan, space belajar atau kerja kamu terlalu penuh, terlalu sumpek, kayak berantakan juga, gak teratur, itu tuh ngaruh sama kinerja kamu, ngaruh sama energi kamu, ngaruh sama gimana kamu bersikap,"
148,006_058_0200.wav,1.3319436311721802,0.32379770278930664,0.2719625331151583,0.0,2.682,Main Brawl kan udah gas-gas aja.
149,017_237_0107.wav,1.3303788900375366,0.09828639030456543,1.2765023867902354,0.0,1.66,"Oke, jadi ini orang ngapain?"
150,008_096_0010.wav,1.3296071290969849,0.10985159873962402,1.3509006359958973,0.0,24.972,jadi aku rasa semakin aku grow dan aku memberanikan diri untuk ikut challenge ini sama temen aku dan aku udah berhasil sekitar 30% untuk konsisten setiap harinya aku jadi sadar kalo hidup yang aku bayangin itu gak bisa dibangun dari mood doang dan kenapa aku dulu mewajarkan oke yaudahlah memang ada masanya manusia tuh punya naik dan turunnya karena aku pikir dulu itu tuh normal untuk kayak yaudah gak mengerjakan hal yang aku pengen lakukan atau tujuan aku itu setiap hari karena memang manusia tuh ada moodnya
151,017_237_0440.wav,1.329166293144226,0.12268763780593872,1.298131380497296,0.0,1.541,"Kalau kalian lihat, perhatikan ini."
152,008_096_0018.wav,1.3290916681289673,0.13607174158096313,1.587032417472544,0.0,11.147,"Karena dari progres 30% ini bener-bener ngajarin aku kalau ternyata aku bahkan bisa posting walaupun aku lagi insecure, aku tetap bisa posting walaupun aku lagi capek, aku bisa tetap posting walaupun aku lagi merasa konten aku biasa aja."
153,008_081_0054.wav,1.327909231185913,0.12924915552139282,1.5530351485587615,0.0,8.384,"Thank you for watching dan aku harap video aku membantu kamu atau setidaknya membuat kamu merasa less alone, merasa gak sendirian."
154,003_031_0006.wav,1.3275189399719238,0.11552786827087402,1.1628841581742582,0.0,7.386,"Ia memeluk hangat Michael, sesuatu yang Michael rasa harus dibiasakannya jika mau rak televisinya selesai."
155,012_161_0049.wav,1.327284812927246,0.14813023805618286,1.1976364558851753,0.0,3.722,"Sama yang terakhir, ya, yaitu leverageable, ya."
156,003_031_0123.wav,1.326600193977356,0.1274762749671936,1.3096623006479218,0.0,3.643,Aku ditakdirkan bukan hanya untuk menyelamatkan hidupmu.
157,003_028_0063.wav,1.3252440690994263,0.1191059947013855,1.491562593681575,0.0,5.985,Ada banyak momen-momen kelam saat kepercayaan saya pada manusia diuji sedemikian berat.
158,008_096_0024.wav,1.3246166706085205,0.12397348880767822,1.514245998234172,0.0,5.525,"Dan dari situ aku sadar kalau satu habit kecil aja bisa mengubah cara aku melihat diri aku, kenapa aku nggak tambah satu hal lagi?"
159,003_031_0033.wav,1.3245928287506104,0.16699719429016113,1.378597002684666,0.0,3.021,Bagaimana bisa Anda menggambar secepat itu?
160,008_085_0085.wav,1.322916865348816,0.14289861917495728,1.228857135892528,0.0,2.881,Ini yang personally aku coba aja ya dan memang works di aku.
161,003_025_0002.wav,1.322530746459961,0.13794398307800293,1.5187521257926877,0.0,8.201,Sarah membuka pintu dan si tukang kayu berdiri di sana dengan kotak perkakasnya di satu tangan dan kayu berbentuk hati di tangan lainnya.
162,008_096_0036.wav,1.3204514980316162,0.14606165885925293,1.3130968060419923,0.0,23.52,"lucu banget, makanya tadi kenapa aku bilang main Duolingo, karena rasanya tuh emang kayak game, tapi dia buat belajar, seperti sudah kalian tau Duolingo itu untuk belajar bahasa, Duolingo juga punya fitur chess atau catur seru banget kan, buat melatih fokus cara berpikir kita, dan itu bikin aku sadar kalau disiplin itu bukan cuma tentang kerja keras, tapi juga soal melatih fokus, jadi menurut aku aplikasi Duolingo ini bener-bener mindfulness-nya"
